id_Note,Nom_Fichier,Titre_Avis_x,Équilibre travail/vie privée,Culture et valeurs,Opportunités de carrière,émunération et avantages,Équipe dirigeante,Note_moyenne,id_avis,Nom_Entreprise,Titre_Avis_y,Date_Avis,Auteur_Avis,Loc_Avis,Inconvenients,Avantages
3,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,5,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
3,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,6,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
3,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,7,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
3,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,8,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
3,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,9,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
3,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,10,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
4,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,1,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
4,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,2,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
4,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,3,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
4,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,4,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
4,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,5,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
4,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,6,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
4,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,7,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
4,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,8,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
4,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,9,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
4,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,10,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
5,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,1,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
5,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,2,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
5,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,3,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
5,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,4,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
5,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,5,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
5,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,6,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
5,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,7,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
5,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,8,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
5,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,9,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
5,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,10,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
6,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,1,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
6,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,2,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
6,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,3,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
6,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,4,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
6,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,5,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
6,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,6,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
6,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,7,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
6,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,8,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
6,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,9,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
6,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,10,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
7,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,1,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
7,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,2,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
7,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,3,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
7,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,4,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
7,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,5,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
7,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,6,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
7,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,7,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
7,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,8,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
7,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,9,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
7,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,10,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
8,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,1,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
8,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,2,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
8,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,3,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
8,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,4,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
8,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,5,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
8,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,6,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
8,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,7,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
8,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,8,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
8,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,9,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
8,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,10,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
9,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,1,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
9,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,2,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
9,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,3,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
9,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,4,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
9,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,5,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
9,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,6,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
9,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,7,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
9,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,8,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
9,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,9,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
9,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,10,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
10,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,1,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
10,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,2,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
10,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,3,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
10,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,4,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
10,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,5,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
10,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,6,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
10,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,7,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
10,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,8,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
10,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,9,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
10,13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Salaire,3.0,3.0,3.0,3.0,3.0,10,Devoteam,Salaire,Dec 12 2019,Ancien employé - Employé anonyme,Levallois-Perret,,Salaire acceptable pour un junior
11,13546-AVIS-SOC-GLASSDOOR-E12966_P2.html,Devoteam,Abandonné chez un client pendant 2 ans et demi,2.0,4.0,1.0,3.0,2.0,11,Devoteam,Abandonné chez un client pendant 2 ans et demi,Nov 20 2019,Ancien employé - Chef de projet maÃ®trise d'Åuvre,Paris,,Nombreux happeningsBonne ambiance généralePrésence commerciale importante en clientèleBonne mutuelle (Henner)
11,13546-AVIS-SOC-GLASSDOOR-E12966_P2.html,Devoteam,Abandonné chez un client pendant 2 ans et demi,2.0,4.0,1.0,3.0,2.0,12,Devoteam,Abandonné chez un client pendant 2 ans et demi,Nov 20 2019,Ancien employé - Chef de projet maÃ®trise d'Åuvre,Paris,,Nombreux happeningsBonne ambiance généralePrésence commerciale importante en clientèleBonne mutuelle (Henner)
11,13546-AVIS-SOC-GLASSDOOR-E12966_P2.html,Devoteam,Abandonné chez un client pendant 2 ans et demi,2.0,4.0,1.0,3.0,2.0,13,Devoteam,Abandonné chez un client pendant 2 ans et demi,Nov 20 2019,Ancien employé - Chef de projet maÃ®trise d'Åuvre,Paris,,Nombreux happeningsBonne ambiance généralePrésence commerciale importante en clientèleBonne mutuelle (Henner)
11,13546-AVIS-SOC-GLASSDOOR-E12966_P2.html,Devoteam,Abandonné chez un client pendant 2 ans et demi,2.0,4.0,1.0,3.0,2.0,14,Devoteam,Abandonné chez un client pendant 2 ans et demi,Nov 20 2019,Ancien employé - Chef de projet maÃ®trise d'Åuvre,Paris,,Nombreux happeningsBonne ambiance généralePrésence commerciale importante en clientèleBonne mutuelle (Henner)
11,13546-AVIS-SOC-GLASSDOOR-E12966_P2.html,Devoteam,Abandonné chez un client pendant 2 ans et demi,2.0,4.0,1.0,3.0,2.0,15,Devoteam,Abandonné chez un client pendant 2 ans et demi,Nov 20 2019,Ancien employé - Chef de projet maÃ®trise d'Åuvre,Paris,,Nombreux happeningsBonne ambiance généralePrésence commerciale importante en clientèleBonne mutuelle (Henner)
11,13546-AVIS-SOC-GLASSDOOR-E12966_P2.html,Devoteam,Abandonné chez un client pendant 2 ans et demi,2.0,4.0,1.0,3.0,2.0,16,Devoteam,Abandonné chez un client pendant 2 ans et demi,Nov 20 2019,Ancien employé - Chef de projet maÃ®trise d'Åuvre,Paris,,Nombreux happeningsBonne ambiance généralePrésence commerciale importante en clientèleBonne mutuelle (Henner)
