id_Note,Nom_Fichier,Titre_Avis_x,Équilibre travail/vie privée,Culture et valeurs,Opportunités de carrière,émunération et avantages,Équipe dirigeante,Note_moyenne,id_avis,Nom_Entreprise,Titre_Avis_y,Date_Avis,Auteur_Avis,Loc_Avis,Inconvenients,Avantages
345,13612-AVIS-SOC-GLASSDOOR-E845851_P2.html,Feu Vert,Conseiller de vente,4.0,2.0,3.0,2.0,3.0,347,Feu Vert,Conseiller de vente,Oct 22 2017,nan,Barberey-Saint-Sulpice,,Le milieu automobile est intéressant et enrichissant
345,13612-AVIS-SOC-GLASSDOOR-E845851_P2.html,Feu Vert,Conseiller de vente,4.0,2.0,3.0,2.0,3.0,348,Feu Vert,Conseiller de vente,Oct 22 2017,nan,Barberey-Saint-Sulpice,,Le milieu automobile est intéressant et enrichissant
346,13612-AVIS-SOC-GLASSDOOR-E845851_P2.html,Feu Vert,Conseiller de vente,4.0,2.0,3.0,2.0,3.0,343,Feu Vert,Conseiller de vente,Oct 22 2017,nan,Barberey-Saint-Sulpice,,Le milieu automobile est intéressant et enrichissant
346,13612-AVIS-SOC-GLASSDOOR-E845851_P2.html,Feu Vert,Conseiller de vente,4.0,2.0,3.0,2.0,3.0,344,Feu Vert,Conseiller de vente,Oct 22 2017,nan,Barberey-Saint-Sulpice,,Le milieu automobile est intéressant et enrichissant
346,13612-AVIS-SOC-GLASSDOOR-E845851_P2.html,Feu Vert,Conseiller de vente,4.0,2.0,3.0,2.0,3.0,345,Feu Vert,Conseiller de vente,Oct 22 2017,nan,Barberey-Saint-Sulpice,,Le milieu automobile est intéressant et enrichissant
346,13612-AVIS-SOC-GLASSDOOR-E845851_P2.html,Feu Vert,Conseiller de vente,4.0,2.0,3.0,2.0,3.0,346,Feu Vert,Conseiller de vente,Oct 22 2017,nan,Barberey-Saint-Sulpice,,Le milieu automobile est intéressant et enrichissant
346,13612-AVIS-SOC-GLASSDOOR-E845851_P2.html,Feu Vert,Conseiller de vente,4.0,2.0,3.0,2.0,3.0,347,Feu Vert,Conseiller de vente,Oct 22 2017,nan,Barberey-Saint-Sulpice,,Le milieu automobile est intéressant et enrichissant
346,13612-AVIS-SOC-GLASSDOOR-E845851_P2.html,Feu Vert,Conseiller de vente,4.0,2.0,3.0,2.0,3.0,348,Feu Vert,Conseiller de vente,Oct 22 2017,nan,Barberey-Saint-Sulpice,,Le milieu automobile est intéressant et enrichissant
347,13612-AVIS-SOC-GLASSDOOR-E845851_P2.html,Feu Vert,Conseiller de vente,4.0,2.0,3.0,2.0,3.0,343,Feu Vert,Conseiller de vente,Oct 22 2017,nan,Barberey-Saint-Sulpice,,Le milieu automobile est intéressant et enrichissant
347,13612-AVIS-SOC-GLASSDOOR-E845851_P2.html,Feu Vert,Conseiller de vente,4.0,2.0,3.0,2.0,3.0,344,Feu Vert,Conseiller de vente,Oct 22 2017,nan,Barberey-Saint-Sulpice,,Le milieu automobile est intéressant et enrichissant
347,13612-AVIS-SOC-GLASSDOOR-E845851_P2.html,Feu Vert,Conseiller de vente,4.0,2.0,3.0,2.0,3.0,345,Feu Vert,Conseiller de vente,Oct 22 2017,nan,Barberey-Saint-Sulpice,,Le milieu automobile est intéressant et enrichissant
347,13612-AVIS-SOC-GLASSDOOR-E845851_P2.html,Feu Vert,Conseiller de vente,4.0,2.0,3.0,2.0,3.0,346,Feu Vert,Conseiller de vente,Oct 22 2017,nan,Barberey-Saint-Sulpice,,Le milieu automobile est intéressant et enrichissant
347,13612-AVIS-SOC-GLASSDOOR-E845851_P2.html,Feu Vert,Conseiller de vente,4.0,2.0,3.0,2.0,3.0,347,Feu Vert,Conseiller de vente,Oct 22 2017,nan,Barberey-Saint-Sulpice,,Le milieu automobile est intéressant et enrichissant
347,13612-AVIS-SOC-GLASSDOOR-E845851_P2.html,Feu Vert,Conseiller de vente,4.0,2.0,3.0,2.0,3.0,348,Feu Vert,Conseiller de vente,Oct 22 2017,nan,Barberey-Saint-Sulpice,,Le milieu automobile est intéressant et enrichissant
348,13612-AVIS-SOC-GLASSDOOR-E845851_P2.html,Feu Vert,Conseiller de vente,4.0,2.0,3.0,2.0,3.0,343,Feu Vert,Conseiller de vente,Oct 22 2017,nan,Barberey-Saint-Sulpice,,Le milieu automobile est intéressant et enrichissant
348,13612-AVIS-SOC-GLASSDOOR-E845851_P2.html,Feu Vert,Conseiller de vente,4.0,2.0,3.0,2.0,3.0,344,Feu Vert,Conseiller de vente,Oct 22 2017,nan,Barberey-Saint-Sulpice,,Le milieu automobile est intéressant et enrichissant
348,13612-AVIS-SOC-GLASSDOOR-E845851_P2.html,Feu Vert,Conseiller de vente,4.0,2.0,3.0,2.0,3.0,345,Feu Vert,Conseiller de vente,Oct 22 2017,nan,Barberey-Saint-Sulpice,,Le milieu automobile est intéressant et enrichissant
348,13612-AVIS-SOC-GLASSDOOR-E845851_P2.html,Feu Vert,Conseiller de vente,4.0,2.0,3.0,2.0,3.0,346,Feu Vert,Conseiller de vente,Oct 22 2017,nan,Barberey-Saint-Sulpice,,Le milieu automobile est intéressant et enrichissant
348,13612-AVIS-SOC-GLASSDOOR-E845851_P2.html,Feu Vert,Conseiller de vente,4.0,2.0,3.0,2.0,3.0,347,Feu Vert,Conseiller de vente,Oct 22 2017,nan,Barberey-Saint-Sulpice,,Le milieu automobile est intéressant et enrichissant
348,13612-AVIS-SOC-GLASSDOOR-E845851_P2.html,Feu Vert,Conseiller de vente,4.0,2.0,3.0,2.0,3.0,348,Feu Vert,Conseiller de vente,Oct 22 2017,nan,Barberey-Saint-Sulpice,,Le milieu automobile est intéressant et enrichissant
349,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,349,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
349,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,350,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
349,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,351,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
349,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,352,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
349,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,353,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
349,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,354,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
349,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,355,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
349,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,356,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
349,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,357,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
349,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,358,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
350,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,349,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
350,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,350,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
350,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,351,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
350,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,352,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
350,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,353,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
350,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,354,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
350,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,355,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
350,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,356,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
350,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,357,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
350,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,358,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
351,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,349,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
351,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,350,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
351,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,351,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
351,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,352,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
351,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,353,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
351,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,354,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
351,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,355,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
351,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,356,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
351,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,357,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
351,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,358,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
352,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,349,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
352,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,350,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
352,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,351,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
352,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,352,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
352,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,353,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
352,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,354,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
352,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,355,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
352,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,356,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
352,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,357,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
352,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,358,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
353,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,349,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
353,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,350,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
353,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,351,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
353,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,352,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
353,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,353,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
353,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,354,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
353,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,355,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
353,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,356,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
353,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,357,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
353,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,358,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
354,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,349,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
354,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,350,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
354,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,351,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
354,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,352,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
354,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,353,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
354,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,354,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
354,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,355,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
354,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,356,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
354,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,357,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
354,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,358,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
355,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,349,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
355,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,350,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
355,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,351,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
355,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,352,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
355,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,353,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
355,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,354,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
355,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,355,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
355,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,356,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
355,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,357,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
355,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,358,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
356,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,349,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
356,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,350,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
356,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,351,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
356,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,352,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
356,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,353,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
356,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,354,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
356,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,355,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
356,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,356,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
356,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,357,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
356,13614-AVIS-SOC-GLASSDOOR-E230035_P1.html,SeLoger,Mitigée,3.0,3.0,2.0,4.0,2.0,358,SeLoger,Mitigée,Oct 10 2019,Ancien employé - Account Manager,Paris,,Super locaux. Tickets restaurants. Très bonne mutuelle. 18 rtt
